Station,Year,Month,Day,Hour,Temperature (°C),Wet Bulb Temperature (°C),Dew Point Temperature (°C),RH (%),Scalar Mean Wind Direction (°),Scalar Mean Wind Speed (m/s),SLP (hPa)
S44,2010,1,18,8,24.5,—,21.2,81.6,345,1.5,—
S44,2010,1,18,9,26,—,21.3,75.4,2,1.7,—
S44,2010,1,18,10,27.4,—,21.3,69.3,15,2.8,—
S44,2010,1,18,11,28.4,—,21.1,64.5,24,2.8,—
S44,2010,1,18,12,29.5,—,21.1,60.8,12,2.5,—
S44,2010,1,18,13,30.3,—,20.2,54.6,356,2.6,—
S44,2010,1,18,14,31.7,—,20.1,50.4,338,2.2,—
S44,2010,1,18,15,30.6,—,20.4,54.5,21,3.1,—
S44,2010,1,18,16,27.9,—,20.9,65.9,31,4.2,—
S44,2010,1,18,17,28.1,—,21.1,65.7,25,4.2,—
S44,2010,1,18,18,26.6,—,21.2,72.3,32,4,—
S44,2010,1,18,19,26.5,—,20.7,70.5,32,4,—
S44,2010,1,18,20,26,—,20.8,73.2,33,3.1,—
S44,2010,1,18,21,25.5,—,21.5,78.6,32,2.4,—
S44,2010,1,18,22,25.4,—,21.1,77.3,23,2.4,—
S44,2010,1,18,23,25.1,—,21.3,79.4,11,1.8,—
S44,2010,1,18,24,24.7,—,21.4,82.2,15,2.2,—
S44,2010,1,19,1,24.7,—,21.6,83.3,8,1.5,—
S44,2010,1,19,2,24.5,—,21.8,84.9,346,1.3,—
S44,2010,1,19,3,24.1,—,22,88.4,10,1.9,—
S44,2010,1,19,4,23.9,—,22,89.1,18,2.8,—
S44,2010,1,19,5,24,—,21.8,87.7,335,1.6,—
S44,2010,1,19,6,23.9,—,22.1,89.8,322,1.5,—
S44,2010,1,19,7,23.9,—,21.9,88.6,342,1,—
S44,2010,1,19,8,24.6,—,22,85.7,330,1.1,—
S44,2010,1,19,9,25.3,—,22.1,82.6,318,1.2,—
S44,2010,1,19,10,26.6,—,22,75.9,339,1.2,—
S44,2010,1,19,11,28.3,—,21.2,65.6,10,1.8,—
S44,2010,1,19,12,29.6,—,20.7,59.1,2,1.8,—
S44,2010,1,19,13,30.1,—,20,54.9,351,2.3,—
S44,2010,1,19,14,30,—,19.8,54.5,323,1.3,—
S44,2010,1,19,15,32.3,—,19.7,47.5,334,1,—
S44,2010,1,19,16,31.3,—,21.4,55.8,243,1.8,—
S44,2010,1,19,17,31.1,—,20.6,53.7,224,2,—
S44,2010,1,19,18,30.3,—,20.7,56.7,219,1.7,—
S44,2010,1,19,19,29.3,—,20.4,58.8,237,1.1,—
S44,2010,1,19,20,26.6,—,21.5,73.8,47,2.1,—
S44,2010,1,19,21,25.8,—,21.3,76.2,37,2.1,—
S44,2010,1,19,22,25.5,—,21.5,78.5,33,2.4,—
S44,2010,1,19,23,25.2,—,21.9,82,33,2.2,—
S44,2010,1,19,24,25.6,—,22.4,82.3,44,1.5,—
S44,2010,1,20,1,23.3,—,21.7,90.9,266,1.9,—
S44,2010,1,20,2,23.6,—,22.4,92.7,18,0.9,—
S44,2010,1,20,3,23.8,—,22.6,93,356,0.9,—
S44,2010,1,20,4,24.3,—,23,92.7,347,0.6,—
S44,2010,1,20,5,24.6,—,22.9,90.3,50,0.4,—
S44,2010,1,20,6,25,—,22.9,88.1,88,0.5,—
S44,2010,1,20,7,24.9,—,22.9,88.9,8,0.6,—
S44,2010,1,20,8,24.8,—,22.9,89.3,345,1,—
S44,2010,1,20,9,24.9,—,23.4,91.3,321,1.3,—
S44,2010,1,20,10,26.5,—,23.6,84.1,338,1.5,—
S44,2010,1,20,11,28.4,—,22.1,68.6,341,1.2,—
S44,2010,1,20,12,30.5,—,20.3,54.5,336,1.2,—
S44,2010,1,20,13,30.3,—,20.3,54.9,93,1.5,—
S44,2010,1,20,14,29.4,—,22.5,66.4,135,1.4,—
S44,2010,1,20,15,29.6,—,22,63.7,139,1.4,—
S44,2010,1,20,16,31.2,—,20.6,53.2,232,1.2,—
S44,2010,1,20,17,31.2,—,20.1,52,292,1.5,—
S44,2010,1,20,18,31.9,—,19.8,48.9,321,1.5,—
S44,2010,1,20,19,28.1,—,21.9,69.4,42,1.7,—
S44,2010,1,20,20,27,—,22.3,75.9,41,2.3,—
S44,2010,1,20,21,26.6,—,22.6,78.8,43,2.2,—
S44,2010,1,20,22,26.4,—,23,81.8,39,1.7,—
S44,2010,1,20,23,26.1,—,23.2,83.8,42,1.6,—
S44,2010,1,20,24,26,—,23.5,86.2,46,1.6,—
S44,2010,1,21,1,25.6,—,23.6,88.8,38,1.8,—
S44,2010,1,21,2,25.5,—,23,86.3,38,2.5,—
S44,2010,1,21,3,25,—,23.4,91.3,32,2.4,—
S44,2010,1,21,4,24.8,—,21.5,81.8,360,2.2,—
S44,2010,1,21,5,24.2,—,22.2,88.3,32,2.2,—
S44,2010,1,21,6,22.9,—,21.4,90.9,38,2.7,—
S44,2010,1,21,7,25,—,19.8,73.2,25,2.2,—
S44,2010,1,21,8,25,—,21.5,81.1,36,1.6,—
S44,2010,1,21,9,26.5,—,22.5,78.6,16,1.1,—
S44,2010,1,21,10,27.7,—,23,75.7,40,1.5,—
S44,2010,1,21,11,29,—,21.9,65.7,38,2,—
S44,2010,1,21,12,30,—,21,58.7,28,1.9,—
S44,2010,1,21,13,30.8,—,20.1,53.1,12,1.4,—
S44,2010,1,21,14,28.7,—,22.3,68.4,356,1.5,—
S44,2010,1,21,15,28.7,—,22.7,70.2,271,0.9,—
S44,2010,1,21,16,27.7,—,22.8,74.8,127,2.6,—
S44,2010,1,21,17,27.2,—,22,73.4,73,2.3,—
S44,2010,1,21,18,26.9,—,22.5,76.9,57,1.4,—
S44,2010,1,21,19,26.8,—,23.2,80.6,47,1.3,—
S44,2010,1,21,20,26.7,—,23.2,80.9,54,1.1,—
S44,2010,1,21,21,26.5,—,23.3,82.9,43,1.1,—
S44,2010,1,21,22,26.1,—,23.2,84.1,46,1.5,—
S44,2010,1,21,23,25.9,—,23,84.5,46,1.3,—
S44,2010,1,21,24,25.9,—,23.2,85.2,45,1.1,—
S44,2010,1,22,1,25.7,—,23.1,86,43,2,—
S44,2010,1,22,2,25.6,—,23.3,87.1,59,1,—
S44,2010,1,22,3,25.2,—,23.3,89,40,2.3,—
S44,2010,1,22,4,25,—,23.4,91,37,1.7,—
S44,2010,1,22,5,25.1,—,23.4,90.1,29,1.1,—
S44,2010,1,22,6,25,—,23.4,91.1,354,0.8,—
S44,2010,1,22,7,22.7,—,21,90.2,298,3.8,—
S44,2010,1,22,8,21.9,—,21.1,95.2,308,2.4,—
S44,2010,1,22,9,22.1,—,21.3,95.7,331,1.1,—
S44,2010,1,22,10,22.3,—,21.5,95.5,6,1.1,—
S44,2010,1,22,11,23.2,—,21.8,91.5,89,1.1,—
S44,2010,1,22,12,24.7,—,21.4,82.1,348,0.7,—
S44,2010,1,22,13,25.2,—,21.8,81.8,301,1.2,—
S44,2010,1,22,14,26.9,—,21.6,72.6,322,1.3,—
S44,2010,1,22,15,27.5,—,20.8,66.9,329,1,—
S44,2010,1,22,16,29.2,—,19.8,56.8,31,1,—
S44,2010,1,22,17,29.5,—,20,56.9,71,1.4,—
S44,2010,1,22,18,28.3,—,21.6,67.1,31,1.5,—
S44,2010,1,22,19,27.4,—,21.8,71.3,37,2.2,—
S44,2010,1,22,20,26.7,—,22.1,75.9,44,1.9,—
S44,2010,1,22,21,26,—,21.9,78.3,43,2.2,—
S44,2010,1,22,22,25.8,—,22.1,80,37,1.8,—
S44,2010,1,22,23,25.7,—,22.2,80.9,39,1.9,—
S44,2010,1,22,24,25.2,—,22.7,86.1,45,2,—
S44,2010,1,23,1,25.2,—,23,88,46,1.9,—
S44,2010,1,23,2,25,—,23,88.4,34,3.1,—
S44,2010,1,23,3,24.7,—,23,90.1,36,3.1,—
S44,2010,1,23,4,24.6,—,23.1,91.4,40,2.5,—
S44,2010,1,23,5,24.5,—,22.9,90.5,34,3.1,—
S44,2010,1,23,6,24.5,—,22.8,90.2,36,3.1,—
S44,2010,1,23,7,24.3,—,22.6,90.5,30,2.6,—
S44,2010,1,23,8,24.6,—,22.7,89.3,34,2.4,—
S44,2010,1,23,9,25.9,—,22.8,83.3,34,3.2,—
S44,2010,1,23,10,27.4,—,21.9,72.1,39,3.3,—
S44,2010,1,23,11,28.8,—,22.3,68.1,33,2.5,—
S44,2010,1,23,12,29.5,—,21.5,62.4,38,2.3,—
S44,2010,1,23,13,30.5,—,20.9,56.4,45,2,—
S44,2010,1,23,14,31.5,—,19.8,49.8,28,2.4,—
S44,2010,1,23,15,30.6,—,20.2,53.8,39,2.6,—
S44,2010,1,23,16,30.9,—,20.6,54.4,37,2.5,—
S44,2010,1,23,17,30.8,—,20.4,53.9,45,2.3,—
S44,2010,1,23,18,30.3,—,20.3,55.4,40,2.3,—
S44,2010,1,23,19,28.5,—,20.8,63.2,42,2.6,—
S44,2010,1,23,20,27.4,—,21.4,69.9,42,2.3,—
S44,2010,1,23,21,26.8,—,21.8,74,38,3.1,—
S44,2010,1,23,22,26.3,—,22.6,80.4,37,3.2,—
S44,2010,1,23,23,25.9,—,22.8,83.2,35,3.1,—
S44,2010,1,23,24,25.7,—,22.9,84.7,38,2.9,—
S44,2010,1,24,1,25.6,—,22.9,85.3,33,3.1,—
S44,2010,1,24,2,25.4,—,22.9,86.3,40,2.9,—
S44,2010,1,24,3,25.2,—,22.9,87.4,37,2.9,—
S44,2010,1,24,4,25,—,22.7,87.1,42,2.9,—
S44,2010,1,24,5,24.8,—,22.8,88.6,41,2.6,—
S44,2010,1,24,6,24.7,—,23,90.2,35,2.9,—
S44,2010,1,24,7,24.7,—,22.9,89.6,33,2.6,—
S44,2010,1,24,8,24.9,—,22.9,88.7,20,1.7,—
S44,2010,1,24,9,25.8,—,22.7,83,35,2.5,—
S44,2010,1,24,10,27.1,—,22,73.8,38,4,—
S44,2010,1,24,11,28.3,—,20.4,62,34,3.7,—
S44,2010,1,24,12,29.4,—,19.9,56.9,33,3.7,—
S44,2010,1,24,13,29.7,—,19.4,53.9,35,3.5,—
S44,2010,1,24,14,30.1,—,19.5,53.3,39,3.1,—
S44,2010,1,24,15,30.4,—,19.8,53.2,33,3.1,—
S44,2010,1,24,16,30.9,—,18.8,48.6,32,3.4,—
S44,2010,1,24,17,30.2,—,19.7,53.6,36,2.9,—
S44,2010,1,24,18,29.2,—,20,57.8,38,3.1,—
S44,2010,1,24,19,28.1,—,20.1,61.9,40,4.3,—
S44,2010,1,24,20,27,—,20.4,67,38,3.6,—
S44,2010,1,24,21,26.4,—,21.1,72.9,37,3,—
S44,2010,1,24,22,26,—,20.8,73.3,35,2.7,—
S44,2010,1,24,23,25.6,—,21,75.6,34,3.3,—
S44,2010,1,24,24,25.4,—,21.7,80.2,40,4.2,—
S44,2010,1,25,1,25.3,—,22,82.1,37,4.6,—
S44,2010,1,25,2,25,—,22,83.6,36,3.9,—
S44,2010,1,25,3,24.9,—,22.1,84.5,31,3.9,—
S44,2010,1,25,4,24.7,—,21.9,84.2,31,3.9,—
S44,2010,1,25,5,24.6,—,21.9,84.9,34,3.4,—
S44,2010,1,25,6,24.6,—,21.9,84.8,30,3.7,—
S44,2010,1,25,7,24.3,—,21.8,86.2,19,2.5,—
S44,2010,1,25,8,24.3,—,21.9,86.5,8,1.7,—
S44,2010,1,25,9,25.9,—,21.9,78.4,29,1.9,—
S44,2010,1,25,10,27.6,—,21.3,68.3,35,2.7,—
S44,2010,1,25,11,28.5,—,20.8,63.1,34,1.9,—
S44,2010,1,25,12,29.4,—,20.4,58.5,34,2.2,—
S44,2010,1,25,13,30.7,—,19.5,51.2,31,2,—
S44,2010,1,25,14,31.5,—,19.8,50,24,2.5,—
S44,2010,1,25,15,30.8,—,19.3,50.5,33,2.2,—
S44,2010,1,25,16,32,—,19.4,47.4,36,2.9,—
S44,2010,1,25,17,30.9,—,20.1,52.8,36,2.6,—
S44,2010,1,25,18,29.2,—,19.9,57.1,38,3.9,—
S44,2010,1,25,19,28.2,—,20.5,63.1,36,4.4,—
S44,2010,1,25,20,27.2,—,21,69.1,37,4.6,—
S44,2010,1,25,21,26.5,—,21.8,75.6,34,3.8,—
S44,2010,1,25,22,26.1,—,22.1,78.9,32,2.8,—
S44,2010,1,25,23,25.8,—,22.2,80.5,39,2.3,—
S44,2010,1,25,24,25.5,—,22.2,82.1,35,2.4,—
S44,2010,1,26,1,25.3,—,22.4,84.1,35,2.5,—
S44,2010,1,26,2,25,—,22.3,85.5,23,2.6,—
S44,2010,1,26,3,24.4,—,22.5,89.2,21,2.4,—
S44,2010,1,26,4,24.1,—,22.5,90.9,17,1.7,—
S44,2010,1,26,5,24.2,—,22.5,90.5,20,1.9,—
S44,2010,1,26,6,24.3,—,22.6,89.8,24,1.8,—
S44,2010,1,26,7,24.6,—,22.6,88.3,20,1.5,—
S44,2010,1,26,8,24.9,—,22.7,87.5,5,1.4,—
S44,2010,1,26,9,26.8,—,23.1,80,19,1.6,—
S44,2010,1,26,10,28.7,—,22.5,69.3,21,1.9,—
S44,2010,1,26,11,29.8,—,21.5,61,26,2.1,—
S44,2010,1,26,12,29.1,—,21.5,63.6,22,1.8,—
S44,2010,1,26,13,30.2,—,20,54.2,40,2.6,—
S44,2010,1,26,14,31.2,—,21.1,55.3,35,2.3,—
S44,2010,1,26,15,31.1,—,19.7,50.6,33,2,—
S44,2010,1,26,16,31.2,—,19.4,49.8,47,2,—
S44,2010,1,26,17,30.5,—,19.5,52,43,1.4,—
S44,2010,1,26,18,28.1,—,22.1,69.6,307,1.6,—
S44,2010,1,26,19,26.8,—,23.1,80.2,315,1.8,—
S44,2010,1,26,20,27.2,—,22.7,76.5,8,2,—
S44,2010,1,26,21,26.9,—,21.8,73.5,33,2.7,—
S44,2010,1,26,22,26.5,—,22.2,77.1,26,2.6,—
S44,2010,1,26,23,26.2,—,22.4,79.5,26,2.6,—
S44,2010,1,26,24,25.9,—,22.5,81.3,18,1.9,—
S44,2010,1,27,1,25.5,—,22.6,84,10,1.6,—
S44,2010,1,27,2,25,—,22.9,87.9,12,1.7,—
S44,2010,1,27,3,24.7,—,22.9,89.8,8,1.6,—
S44,2010,1,27,4,24.6,—,22.9,90,6,1.7,—
S44,2010,1,27,5,24.6,—,22.9,90.4,8,1.6,—
S44,2010,1,27,6,24.4,—,22.7,90.7,16,2.1,—
S44,2010,1,27,7,24.5,—,22.7,89.8,18,2.1,—
S44,2010,1,27,8,25,—,22.7,87.4,22,2,—
S44,2010,1,27,9,25.5,—,22.8,84.9,355,1.5,—
S44,2010,1,27,10,27.7,—,22.1,71.6,34,2.6,—
S44,2010,1,27,11,28.9,—,21.9,65.8,38,2.9,—
S44,2010,1,27,12,30.1,—,21.1,58.6,40,2.9,—
S44,2010,1,27,13,29.6,—,21.5,61.8,37,2,—
S44,2010,1,27,14,30.9,—,20.9,55.2,45,2.5,—
S44,2010,1,27,15,29,—,21.8,65.4,25,2.9,—
S44,2010,1,27,16,30,—,20.6,57.3,43,3.2,—
S44,2010,1,27,17,29.7,—,20.9,59.3,39,2.7,—
S44,2010,1,27,18,28.9,—,21,62.1,38,3,—
S44,2010,1,27,19,27.8,—,20.4,64,40,3.9,—
S44,2010,1,27,20,27,—,21.6,72.4,37,3.6,—
S44,2010,1,27,21,26.5,—,22,76.5,37,4.2,—
S44,2010,1,27,22,26.2,—,22.1,78.5,37,3.2,—
S44,2010,1,27,23,26,—,22.3,80.4,32,3.1,—
S44,2010,1,27,24,25.7,—,22.4,82,33,3,—
S44,2010,1,28,1,25.5,—,22.6,84,36,2.8,—
S44,2010,1,28,2,25.3,—,22.6,84.8,33,3.1,—
S44,2010,1,28,3,25.3,—,22.3,83.7,35,2.7,—
S44,2010,1,28,4,25.1,—,22.2,84.2,31,2.7,—
S44,2010,1,28,5,24.7,—,22.4,87.3,26,2.1,—
S44,2010,1,28,6,24.6,—,22.6,89,28,2.2,—
S44,2010,1,28,7,24.6,—,22.6,88.3,14,1.8,—
S44,2010,1,28,8,24.9,—,22.6,86.8,0,1.5,—
S44,2010,1,28,9,26.1,—,22.8,82.3,334,1.1,—
S44,2010,1,28,10,27.2,—,22.3,74.8,6,1.8,—
S44,2010,1,28,11,28.9,—,21.5,64.4,34,2.3,—
S44,2010,1,28,12,30.4,—,20,54.1,41,2.2,—
S44,2010,1,28,13,30.7,—,19.7,51.9,31,2.4,—
S44,2010,1,28,14,31.3,—,18.7,47.2,35,1.9,—
S44,2010,1,28,15,30,—,19.2,52.4,31,2.2,—
S44,2010,1,28,16,28.5,—,21.2,64.7,32,2.5,—
S44,2010,1,28,17,29.4,—,21,60.8,18,1.8,—
S44,2010,1,28,18,29.1,—,21.4,63.4,36,2.3,—
S44,2010,1,28,19,28.4,—,21.1,64.8,36,1.7,—
S44,2010,1,28,20,27.6,—,21.1,67.8,37,2.7,—
S44,2010,1,28,21,26.9,—,21.6,72.8,37,2.9,—
S44,2010,1,28,22,26.3,—,21.8,76.1,31,2.3,—
S44,2010,1,28,23,26.1,—,21.6,76.3,28,2.2,—
S44,2010,1,28,24,25.7,—,21.8,78.9,22,1.9,—
S44,2010,1,29,1,25.3,—,22.2,83.3,19,2,—
S44,2010,1,29,2,24.8,—,22.3,85.9,18,2.1,—
S44,2010,1,29,3,24.5,—,22.6,88.9,19,2.1,—
S44,2010,1,29,4,24.3,—,22.4,89.5,19,2,—
S44,2010,1,29,5,24.3,—,22.3,88.7,17,2.3,—
S44,2010,1,29,6,24.1,—,22.3,89.6,17,2.1,—
S44,2010,1,29,7,24,—,22.3,90.6,16,1.7,—
S44,2010,1,29,8,24.9,—,22.2,85.3,12,1.9,—
S44,2010,1,29,9,27.2,—,22.4,74.7,4,1.6,—
S44,2010,1,29,10,28.4,—,22,68.3,9,2.1,—
S44,2010,1,29,11,29.6,—,21,60,19,2.5,—
S44,2010,1,29,12,30.8,—,19.9,52.3,29,2.1,—
S44,2010,1,29,13,31.7,—,18.9,46.7,351,1.8,—
S44,2010,1,29,14,30.8,—,20.7,54.7,28,2.3,—
S44,2010,1,29,15,30.8,—,20.1,53.1,29,1.9,—
S44,2010,1,29,16,30.2,—,20.7,56.8,37,2,—
S44,2010,1,29,17,28.5,—,21.4,65.7,45,2.3,—
S44,2010,1,29,18,26.5,—,23.1,81.7,89,2.1,—
S44,2010,1,29,19,25.4,—,23.5,89.3,300,1.3,—
S44,2010,1,29,20,26.4,—,22.4,78.6,41,2.4,—
S44,2010,1,29,21,26.3,—,22.1,77.8,38,3.5,—
S44,2010,1,29,22,26.1,—,22.4,80,37,3.6,—
S44,2010,1,29,23,26,—,22.6,81.6,35,3.6,—
S44,2010,1,29,24,25.8,—,22.4,81.9,33,3.1,—
S44,2010,1,30,1,25.6,—,22.6,83.6,30,2.8,—
S44,2010,1,30,2,25.1,—,22.5,85.5,21,2.1,—
S44,2010,1,30,3,24.9,—,22.5,86.8,24,2.4,—
S44,2010,1,30,4,24.7,—,22.5,87.6,21,2.2,—
S44,2010,1,30,5,24.6,—,22.4,87.6,27,2.4,—
S44,2010,1,30,6,24.5,—,22.5,88.6,19,1.8,—
S44,2010,1,30,7,24.7,—,22.5,87.6,15,1.4,—
S44,2010,1,30,8,25.1,—,22.5,85.9,346,1.1,—
S44,2010,1,30,9,25.8,—,22.9,83.9,327,1.3,—
S44,2010,1,30,10,27.4,—,22.2,73.3,24,2.5,—
S44,2010,1,30,11,28.5,—,20.9,63.7,27,3.4,—
S44,2010,1,30,12,29.8,—,20.6,57.7,23,2.7,—
S44,2010,1,30,13,30.8,—,19.6,51.5,13,2.5,—
S44,2010,1,30,14,30.3,—,20.4,55.5,36,2.8,—
S44,2010,1,30,15,30.5,—,20.7,56.1,31,2.6,—
S44,2010,1,30,16,30,—,20.3,56,35,2.5,—
S44,2010,1,30,17,29.2,—,21.1,61.7,38,3.5,—
S44,2010,1,30,18,28.9,—,21.1,62.9,38,3.5,—
S44,2010,1,30,19,28.2,—,21.2,65.6,38,3.6,—
S44,2010,1,30,20,27.4,—,21.3,69.5,38,3.4,—
S44,2010,1,30,21,26.8,—,21.5,72.5,37,3.2,—
S44,2010,1,30,22,26.4,—,22,76.7,30,2.4,—
S44,2010,1,30,23,26.2,—,22,77.7,18,1.9,—
S44,2010,1,30,24,25.8,—,22.1,80.1,29,2.3,—
S44,2010,1,31,1,25.6,—,22.2,81.2,39,2.3,—
S44,2010,1,31,2,25.5,—,22.4,82.9,35,2.2,—
S44,2010,1,31,3,25.3,—,22.5,84.4,37,2.8,—
S44,2010,1,31,4,25.3,—,22.7,85.9,31,2.7,—
S44,2010,1,31,5,25.1,—,22.6,86.5,33,2.5,—
S44,2010,1,31,6,25,—,22.9,88.1,29,2.4,—
S44,2010,1,31,7,24.9,—,22.8,88.4,27,2.6,—
S44,2010,1,31,8,25.1,—,22.8,87.2,27,2.1,—
S44,2010,1,31,9,26.4,—,22.4,79.1,31,2.8,—
S44,2010,1,31,10,27.1,—,22,73.6,29,3.3,—
S44,2010,1,31,11,28.9,—,21.2,63.2,29,3.2,—
S44,2010,1,31,12,29.5,—,20.7,59.4,38,2.5,—
S44,2010,1,31,13,30.8,—,20.3,53.5,28,2.7,—
S44,2010,1,31,14,31.1,—,19.9,51.4,37,3.1,—
S44,2010,1,31,15,31,—,20.2,52.6,34,3,—
S44,2010,1,31,16,29.9,—,20,55.4,35,4.2,—
S44,2010,1,31,17,29.6,—,20.4,58,8,2.7,—
S44,2010,1,31,18,26.4,—,22.9,80.9,302,1.7,—
S44,2010,1,31,19,28.1,—,21.2,66.1,28,2.6,—
S44,2010,1,31,20,27.4,—,21.7,71.5,39,3.3,—
S44,2010,1,31,21,26.7,—,22,75.5,40,3.1,—
S44,2010,1,31,22,26.2,—,22.2,78.7,35,2.9,—
S44,2010,1,31,23,25.9,—,21.8,78.5,33,2.5,—
S44,2010,1,31,24,25.5,—,22.2,81.9,36,2.7,—
S44,2010,2,1,1,25.4,—,22,81.7,3,1.5,—
S44,2010,2,1,2,25.2,—,22,82.5,348,1.1,—
S44,2010,2,1,3,25.1,—,22,83,13,1.6,—
S44,2010,2,1,4,24.7,—,22.1,85.8,40,2.2,—
S44,2010,2,1,5,24.8,—,22.2,85.3,42,1.8,—
S44,2010,2,1,6,24.7,—,22.2,86.1,30,1.8,—
S44,2010,2,1,7,24.4,—,22.4,88.6,33,2.8,—
S44,2010,2,1,8,24.5,—,22.3,87.8,31,1.9,—
S44,2010,2,1,9,26.4,—,22,77.1,359,1.6,—
S44,2010,2,1,10,27.4,—,21.5,70.5,2,1.7,—
S44,2010,2,1,11,28,—,20.1,62.2,349,1.6,—
S44,2010,2,1,12,29.4,—,18.8,52.7,3,1.6,—
S44,2010,2,1,13,31.1,—,19,48.5,14,1.5,—
S44,2010,2,1,14,31.4,—,18.4,46,10,1.5,—
S44,2010,2,1,15,31.1,—,18.4,46.6,12,1.2,—
S44,2010,2,1,16,31.4,—,18.2,45.4,240,1,—
S44,2010,2,1,17,31.6,—,18.5,46,7,1.1,—
S44,2010,2,1,18,29.7,—,20.6,58.3,37,3.2,—
S44,2010,2,1,19,28.6,—,20.5,61.4,43,2.6,—
S44,2010,2,1,20,27.3,—,20.2,65,41,3,—
S44,2010,2,1,21,26.3,—,20.2,68.9,40,3.8,—
S44,2010,2,1,22,25.9,—,19.9,69.6,38,4.2,—
S44,2010,2,1,23,25.5,—,20.5,73.8,39,3.3,—
S44,2010,2,1,24,25.2,—,20.8,76.6,35,3,—
S44,2010,2,2,1,24.8,—,20.8,78.4,40,2.4,—
S44,2010,2,2,2,24.6,—,20.7,79.3,32,2.5,—
S44,2010,2,2,3,24.2,—,20.7,80.8,24,2.2,—
S44,2010,2,2,4,23.7,—,20.8,83.5,13,1.8,—
S44,2010,2,2,5,23.4,—,20.8,85.5,16,2,—
S44,2010,2,2,6,23.4,—,21,86.3,16,2.4,—
S44,2010,2,2,7,23.3,—,21.2,88,15,2.1,—
S44,2010,2,2,8,23.7,—,21,84.8,22,2.2,—
S44,2010,2,2,9,26.1,—,20.8,72.9,32,2.3,—
S44,2010,2,2,10,27.6,—,20.3,64.4,30,2.1,—
S44,2010,2,2,11,29.2,—,20.1,58,8,1.9,—
S44,2010,2,2,12,29.5,—,19.1,53.9,327,2,—
S44,2010,2,2,13,31.2,—,18.7,47.4,328,1.7,—
S44,2010,2,2,14,32.7,—,19,44.2,269,1.4,—
S44,2010,2,2,15,32.6,—,19,44.7,281,1.3,—
S44,2010,2,2,16,30.1,—,21,58.2,231,2.6,—
S44,2010,2,2,17,30.3,—,20.5,55.9,232,2.4,—
S44,2010,2,2,18,29.8,—,20.7,58.1,235,1.8,—
S44,2010,2,2,19,29.8,—,19.2,53,261,0.9,—
S44,2010,2,2,20,29.3,—,19.8,56.6,42,0.7,—
S44,2010,2,2,21,27.3,—,20.8,68,41,2,—
S44,2010,2,2,22,26.7,—,22,75.4,40,2.4,—
S44,2010,2,2,23,26.3,—,22.3,78.6,42,2.9,—
S44,2010,2,2,24,26,—,22.3,80.1,42,3.2,—
S44,2010,2,3,1,25.8,—,22.4,81.2,38,3.7,—
S44,2010,2,3,2,25.5,—,22.7,84.9,37,3.8,—
S44,2010,2,3,3,25.4,—,22.8,85.8,36,3.9,—
S44,2010,2,3,4,25,—,22.8,87.7,39,3.5,—
S44,2010,2,3,5,25,—,22.8,87.6,36,3.2,—
S44,2010,2,3,6,24.7,—,22.9,90,33,2.5,—
S44,2010,2,3,7,24.6,—,22.9,90,34,2.4,—
S44,2010,2,3,8,25.1,—,23,87.9,32,1.6,—
S44,2010,2,3,9,27.3,—,22.6,75.7,36,1.8,—
S44,2010,2,3,10,28.7,—,22,67.3,37,2.6,—
S44,2010,2,3,11,29.6,—,21.4,61.1,37,2.1,—
S44,2010,2,3,12,30.5,—,20.2,54.2,23,1.8,—
S44,2010,2,3,13,31.8,—,19.5,48.3,359,1.9,—
S44,2010,2,3,14,33.5,—,18.8,42,21,1.4,—
S44,2010,2,3,15,34.1,—,17.4,37.2,327,1.1,—
S44,2010,2,3,16,32.8,—,21,49.9,183,1.2,—
S44,2010,2,3,17,31.7,—,21.6,55.3,160,1.8,—
S44,2010,2,3,18,26.4,—,23.9,86,265,1.4,—
S44,2010,2,3,19,26.3,—,22,77.4,35,2.7,—
S44,2010,2,3,20,26.7,—,22.1,76,44,3.1,—
S44,2010,2,3,21,26.7,—,22.4,77.3,40,3.8,—
S44,2010,2,3,22,26.4,—,22.2,77.7,39,3.9,—
S44,2010,2,3,23,26.2,—,22.5,80.2,38,3.9,—
S44,2010,2,3,24,26.1,—,22.7,81.4,39,3.7,—
S44,2010,2,4,1,25.9,—,22.9,83.4,36,3,—
S44,2010,2,4,2,25.5,—,23,86,33,3.5,—
S44,2010,2,4,3,25.3,—,22.9,86.3,34,2.9,—
S44,2010,2,4,4,25.3,—,23,87.2,39,2.7,—
S44,2010,2,4,5,25.2,—,23.1,88.1,40,2.2,—
S44,2010,2,4,6,25.1,—,23.2,89,35,2.8,—
S44,2010,2,4,7,25,—,23.1,88.9,39,3,—
S44,2010,2,4,8,26,—,22.8,82.7,44,2.3,—
S44,2010,2,4,9,27.5,—,22.4,73.5,40,2.8,—
S44,2010,2,4,10,28.5,—,21.7,66.7,36,3,—
S44,2010,2,4,11,29.6,—,21.9,63,37,2.8,—
S44,2010,2,4,12,30.8,—,20.8,55.5,36,2.5,—
S44,2010,2,4,13,31.7,—,20.4,51.3,29,2.1,—
S44,2010,2,4,14,32.8,—,20.2,47.6,28,1.6,—
S44,2010,2,4,15,32.7,—,19.9,46.9,35,1.7,—
S44,2010,2,4,16,31.7,—,20.7,52.3,13,1.5,—
S44,2010,2,4,17,31.2,—,20.9,54.5,25,1.5,—
